baseMean log2FoldChange lfcSE pvalue padj
DHODH 90.89141328544 -0.519820638385802 0.262735033381159 0.0307034434408155 0.0883937257512079
ATP5F1AP3 2.70374360783995 -0.290932198536069 0.562859593946165 0.418339624590387 0.583534796962613
PKD1L3 7.03335747677024 1.59322869148697 0.482930532527687 0.000149813433048052 0.00118153725587897
IST1 3269.68600583415 -0.161121654442956 0.244525120158068 0.477221105841705 0.636081442257734
ATXN1L 3507.22788692818 -0.90721395367023 0.162489167860458 8.07606025123485e-09 2.69555464446559e-07
AP1G1 3234.82254254518 0.19803645521612 0.210996863929333 0.323544148591997 0.490499056381729
PHLPP2 330.863718853134 -0.359769673408467 0.152796118138435 0.0153190033317501 0.0513027038662256
MARVELD3 1.43365974807255 0.0911791617273357 0.574648588942518 0.767962383078054 0.859034532197643
TAT 0.953519848654046 -0.183972520720428 0.639698348251499 0.546279627298735 0.695236070089937
ZNF19 35.2834445663709 0.421581682065798 0.285996472435233 0.104202721526067 0.220637278256936
ZNF23 179.97989583718 -0.366792147711171 0.235180843668328 0.0946526224123653 0.20552852498577
TRG.GCC2.4 3.06667085592856 3.22911389811627 1.17419694347328 0.000369199092357499 0.00249503262971241
TRG.GCC3.1 1.57919869938015 2.71163211474729 1.2562111953458 0.00166353005201992 0.0086787567350416
VAC14.AS1 36.9581658552637 2.7860517096861 0.423457434386877 5.31982803816075e-12 5.21533993588656e-10
VAC14 1249.1153778957 0.952243565133959 0.218228160932784 5.01970868593766e-06 6.72431809387066e-05
IL34 5.95592054764293 1.63483481625396 0.669012691629127 0.00197976228014465 0.0100049845049751
SF3B3 1326.47926592229 0.827690479079744 0.123476936329365 1.05224796382776e-11 9.38948774906222e-10
COG4 418.865097330349 0.131395262232745 0.201928083191935 0.496801478102524 0.653954729947291
FCSK 454.071850464659 -0.336933108668864 0.211261479486961 0.0916882491985319 0.200910945572648
ST3GAL2 693.213983752365 0.186914990518847 0.168001524147206 0.251505077251684 0.414129999162183
DDX19A 431.437406621282 0.0386238913603832 0.157969513555946 0.802624130495662 0.882999634706932
DDX19A.DT 4.22680683173038 0.0425545165494375 0.440001799113732 0.900764329691095 0.942225348119939
DDX19B 490.854261030712 -0.0920585069220637 0.166756378769911 0.566880013209313 0.71245362740914
AARS1 256.790861727611 0.742737207972707 0.237359019894265 0.000916367687128446 0.00533376740575135
EXOSC6 752.96685490511 -0.165961948370105 0.243786272784609 0.463511325935315 0.623433284582125
SMG1P7 229.297456785153 -0.15742394589743 0.25312429629912 0.501341377346604 0.657540635775833
CLEC18C 1.38956240912077 -0.193473618168346 0.657355779988706 0.473346413765718 0.6328460920833
PDPR 1904.14013816482 -0.644304375040691 0.305782537394911 0.0174348648612881 0.0566361093012602
PDXDC2P 461.564212677523 2.17456044994334 0.340525208135755 2.51881814110178e-11 1.95965844130844e-09
NPIPB14P 759.033114103593 0.150130050332352 0.133795898612961 0.2530728176746 0.416209880388332
PDXDC2P.NPIPB14P 40.5112238012725 -0.220559332783643 0.283440274117201 0.388592552767326 0.556273597996286
CLEC18A 20.8114596378491 0.0281338711924438 0.355369988453345 0.927199668744732 0.957717014550358
WWP2 1435.61962360082 0.332250619006216 0.147414272250906 0.0209971867958507 0.0654556534622682
NONOP1 35.4899783435007 -0.329647763523597 0.281080369932402 0.197691845769544 0.34961487883949
NOB1 434.353267042988 -0.12270115887094 0.201012646283242 0.521680024262765 0.67552974533155
NQO1 14.7935174367588 0.261007331904714 0.380494226410129 0.411656347943623 0.576802924935353
NFAT5 2629.60568909377 0.426993091911998 0.288217517372358 0.10382186226082 0.220120523037884
CYB5B 278.233387293146 0.479754971994656 0.184255904380736 0.00690980460588209 0.0274485761416184
TERF2 288.809076079754 0.683256638635089 0.191253637027144 0.000206942567102063 0.00154740196282225
TMED6 16.5101632830668 0.740057145316395 0.318809565511273 0.00988253289834127 0.0364521569467752
NIP7 329.831742930154 -0.232131155268805 0.209668054726991 0.242726014332396 0.404164423806216
PDF 25.9652124249919 -0.354883867521511 0.27341930068469 0.155180321608 0.293962245354723
COG8 142.529911752224 0.28004988073104 0.230780038588666 0.198143385939167 0.350158491908664
VPS4A 1401.21155471021 -0.157050080625779 0.226686486893423 0.460501479152144 0.620754741718904
HAS3 75.4829021534016 -0.0942248470848515 0.241896226528644 0.67474604103394 0.793870246504653
RPS2P45 4.06576493347179 2.63676637876788 0.951521303709835 0.000461053350141758 0.00301421900143514
TANGO6 296.471149945809 0.796427987271796 0.343480230270014 0.00903790048632321 0.0339787756546858
CDH1 7.68247669778777 0.254491345248772 0.443485715196074 0.459180223933323 0.619745482932886
CDH3 3.98059030402884 0.325892286662188 0.517861446778434 0.372127038582022 0.539664432336993
SMPD3 69.5530853203216 0.111050534266077 0.295720489618283 0.676926812405076 0.79534443880259
PRMT7 473.95462339486 -0.428869539337362 0.270783074627779 0.0816302726190443 0.184395704621149
SLC7A6OS 158.259401880375 0.676781767300749 0.165941684170261 2.60327763212797e-05 0.000273318930304962
RNU6.1262P 4.55695669868533 0.769984087002755 0.664204765844779 0.0759608386817232 0.174934778811738
SLC7A6 875.239836246588 -0.095801668693317 0.165832729672265 0.550561622235201 0.698814339602064
PLA2G15 231.896802156454 0.302441488886759 0.252292376880569 0.197572719721811 0.349542987073026
ESRP2 44.9168171301722 2.56035355656626 0.516365373143262 9.03069703417815e-08 2.13436863309408e-06
RPS12P27 15.3448714778055 0.883575594056615 0.585614823597117 0.0407907916235699 0.109783120334173
NFATC3 2098.5420162445 0.273933460123769 0.165147406691446 0.0873315841927357 0.193851466506406
DUS2 221.951006142775 0.256137378917319 0.218870930533924 0.217287632429402 0.374062204593474
DDX28 250.554753992451 0.0580058101864739 0.198515034040656 0.761299698249161 0.854785784146842
DPEP2NB 1.60122182055073 0.505708972593514 0.894660766823966 0.0581440729819769 0.143389252513478
KARS1P3 3.68081306626245 1.59009054857021 0.8040583349145 0.00558543407156988 0.0231441925080858
DPEP2 1165.37561143745 -1.37470309065072 0.255748455227 1.17043663202002e-08 3.6870440416746e-07
DPEP3 44.4264398244027 -0.693702959585882 0.449096484537102 0.0505012727108152 0.128918592247062
SLC12A4 557.788733635717 -0.385351275185611 0.250357693774103 0.0951447310324793 0.20631363914224
LCAT 85.8597967392019 -0.202668286980254 0.373005631834662 0.513687933025369 0.668626196225329
PSMB10 1637.74811798333 0.195254401768095 0.240672237564165 0.386203065201378 0.553505402611284
CTRL 567.778787245917 0.306125184570834 0.301194538392842 0.259892814960719 0.423651793198619
PSKH1 336.279943413606 0.459014895559609 0.215789822696661 0.0251497351850227 0.075670728133081
EDC4 2356.14823525693 -0.0607589643920036 0.299537647154543 0.815234317116567 0.891355470907846
NUTF2 462.189212380189 -0.0876727771002734 0.243334823691547 0.696776113546623 0.810563475461942
THAP11 599.623488258168 -0.0647842308473989 0.256544985708221 0.783997379226009 0.870126444544573
CENPT 1001.07788745199 -0.617050365129766 0.23288500405103 0.00446846561099107 0.0194368474308569
TSNAXIP1 5.10469452294663 -0.270419472656014 0.463189464420025 0.441219278381384 0.604244532341845
RANBP10 498.74565857015 0.285275611767576 0.157885175562764 0.0640659997997746 0.154235314130897
GFOD2 156.446904130134 -0.661521562495803 0.222331411938995 0.00156700253158919 0.00827083760154585
C16orf86 54.6928725189328 -0.666206834172089 0.366521865642591 0.0329922106114652 0.0934052976415246
ENKD1 56.0148000868827 -0.438442639436007 0.334537235183031 0.132083838679969 0.262176967198079
PARD6A 37.7376865427961 -0.333468682717688 0.292207102801686 0.207071205031905 0.3614941055983
ACD 220.296163301204 -0.504575660822698 0.300287233489515 0.0592419016862833 0.145342436838236
CARMIL2 1084.44920574477 -0.436900026300932 0.370935803581374 0.157141487413367 0.296330710964722
CTCF 897.167331770053 0.26124484307531 0.173897618347784 0.121309576497962 0.246910898556786
CTCF.DT 11.5869822546526 0.548131399595703 0.367806950847524 0.0810998385775512 0.18343494742154
RIPOR1 2202.63621164559 0.536280146399459 0.299970728863024 0.0483749694226296 0.124695010175033
AGRP 4.3280605982486 1.14611409501071 0.740308389110058 0.022277017446385 0.0685847282654372
ATP6V0D1.DT 43.1003395260453 -0.307281422306142 0.342010843599305 0.295953528115571 0.462185586946397
ATP6V0D1 1466.52015101981 0.328505557646968 0.24959108030816 0.158547769381423 0.298165276061649
HSD11B2 12.7583312275247 3.21139012665743 0.612779206791928 1.2315826457727e-08 3.85255941048628e-07
ZDHHC1 73.6793592012529 -0.682240233501733 0.274468102102093 0.00660957442193457 0.0264843321136975
RNU1.123P 1.09548793280578 -0.026906302578937 0.609115777980109 0.921020783070903 0.954011009167823
TPPP3 143.833133994963 -0.859985945323686 0.316521978934405 0.00218166000148014 0.0108054940988579
LRRC36 8.05233671959664 -0.617333323527506 0.43896800901316 0.0814814679311575 0.184099612640654
KCTD19 7.06099728874677 0.205597849077328 0.466393762805134 0.555776545586211 0.703066013170105
PLEKHG4 200.510227131188 -0.772618196954618 0.302277147649736 0.00432856262966444 0.0189072999420028
SLC9A5 36.8162198341879 1.14671278349042 0.383603315712508 0.0007820270521829 0.00467761297259167
FHOD1 1278.56187911712 0.245705842586452 0.219454317595939 0.238185933316349 0.398990182680409
TMEM208 178.098039527038 0.430223672326361 0.18293487790349 0.0147243445933698 0.0497840429168344
LRRC29 37.41112874184 0.381715199766455 0.285306864951098 0.142227275417985 0.276585366944315
ELMO3 102.16857629775 0.267858664186669 0.252777047364085 0.255967361641454 0.41936139539909
E2F4 1253.3993684756 -0.343008263564803 0.166250688911019 0.0325230509309735 0.0924602001889392
EXOC3L1 25.7253139737303 1.14444443982974 0.581686733048054 0.0106656455167019 0.038614971703368
KIAA0895L 170.746958065419 -0.139853419266506 0.272249857963813 0.572383609443573 0.71665142143379
NOL3 66.0583215947569 -0.561350040929119 0.312623828168516 0.0407422209341154 0.109679403283048
HSF4 119.745270243805 -0.346719265100458 0.234264362868004 0.113337395002282 0.234881858510501
FBXL8 81.9405384973908 -0.178252235878349 0.316497028690497 0.522436340511988 0.676136216553634
TRADD 442.832459469893 0.331211689667052 0.263238235981411 0.173848168965751 0.318767815979976
B3GNT9 30.0356908256967 1.24338340924714 0.390338803789518 0.000349615455358668 0.00237812479310865
PHAF1 528.267837115232 0.170420284415213 0.208426794839937 0.391860941158017 0.559231274599946
CBFB 749.070263449356 0.246124481106306 0.246449197106884 0.285527590509638 0.451417716497086
CES4A 150.203613217526 -0.315602790533897 0.232096991327738 0.145334377778741 0.280680226766681
CES3 10.1524711255407 1.2280282846435 0.690796640891304 0.0147229393039012 0.0497840429168344
CES2 449.30640474186 0.546874101529618 0.157686850025465 0.000368942743724485 0.00249407120077449
CIAO2B 461.109107329703 -0.226816553745017 0.312399236714219 0.410073810996717 0.575308583456988
RRAD 29.4631386740801 -1.9877981429396 0.540323716578772 2.40563408156298e-05 0.000255922006282871
CDH16 0.987145441821471 -0.419968277415099 0.777301705325735 0.171831951444424 0.315865645545951
PDP2 128.06630927459 -0.258344884863022 0.193666983845439 0.163422797944786 0.304647695467887
NAE1 510.046352285918 -0.184503996918698 0.264721251311929 0.446577904156487 0.608640131295545
TERB1 2.72551228501231 0.431420330623326 0.596845272459553 0.250507649804628 0.413091287320896
DYNC1LI2.DT 0.902598619023306 0.00503747699512112 0.624255664270491 0.979373531414162 0.987777456346947
DYNC1LI2 1531.33730463631 -0.0314577525551283 0.198059471930751 0.865358207389171 0.922042164438155
CMTM3 935.287367676355 -0.387790695261846 0.158950004631066 0.0117281873289768 0.0415763955547415
CMTM4 199.782064180843 -0.113129862296448 0.225322181554716 0.592534128320262 0.731863339736586
CMTM2 128.091922015669 -1.8170480798618 0.634444680893093 0.000267736782686296 0.00191721635869237
CMTM1 17.1987834626855 1.04323707218318 0.527357334314321 0.0123726430866715 0.0434035178371006
CKLF 26.1866219785832 0.776182729902387 0.332729459177905 0.0091297454205372 0.0342533884303731
TK2 363.539078750485 0.439242333024415 0.251774830084615 0.0608916113980658 0.148582542102404
BEAN1.AS1 1.01143748685186 0.734946646938873 1.07571961741395 0.0589715684029955 0.144826292065782
BEAN1 34.3007615498047 1.59953403772061 0.48499409594559 0.000160956858269231 0.001260780664809
LINC00920 9.7563027915657 -0.269872336809422 0.394485178089338 0.405026742777052 0.571528732368936
CDH5 2.25275097012027 0.295821760263352 0.587365233071288 0.393333448095565 0.560308584235697
GOT2 249.075398314011 0.0284819963068029 0.190204213067239 0.879641122874047 0.930158018021218
SLC38A7 225.815034416924 0.247453086188191 0.231523987540725 0.256732945202705 0.420197896724036
CNOT1 3242.95999232059 -0.128978963912556 0.161884491664973 0.410519175657054 0.575785604556009
SETD6 201.731719048557 -0.508538570558577 0.147469313375888 0.000403255295449614 0.00269272060755023
NDRG4 12.7451090052348 0.708250790594542 0.402478480858245 0.0363118192060442 0.100360175914354
LINC02137 2.47655609864635 0.0644688988109403 0.587767512506707 0.827881753645382 0.899364534117287
GINS3 16.4726474301848 0.0344093726694828 0.3175672768854 0.90379320682269 0.943903266973566
CCDC113 5.47482587025165 1.27248013928084 0.555957612769358 0.00365218709389912 0.0164355937107498
CSNK2A2 1012.80961768622 0.251222944024136 0.126570644527803 0.0434280302702637 0.11519335085762
MMP15 7.17224236269467 -0.144196086347806 0.411378995417198 0.658801592708929 0.782458869984386
USB1 818.597857259641 -0.51711344747813 0.200347663093316 0.00649582855904037 0.0261147120187092
ZNF319 462.845725476666 -0.374448369482606 0.257240131726199 0.114138968366458 0.235910975755636
TEPP 7.93287631882384 0.139571243880526 0.507528011716358 0.687965233605494 0.803454537158888
CNGB1 1.36733807930218 0.0526832188364543 0.590409729036623 0.855592407566724 0.9167301124399
KIFC3 456.311250829502 -0.450146620663722 0.370229646681589 0.145068162553264 0.2803394475152
KATNB1 393.732117860077 -0.411536260193468 0.219449614201274 0.0460872094455905 0.120334237776126
DRC7 10.4679133029111 0.86430131502607 0.453745578114708 0.0180727126920845 0.0582935674888708
ADGRG3 1122.67995836258 -1.55512095306077 0.632443219270013 0.00110330398393872 0.00621981219620119
ADGRG1 1900.85503394189 -1.0117860831636 0.350967692692743 0.00101328043329179 0.00580055952674133
HMGB3P32 39.0010186256692 -0.549631304419132 0.497561646745493 0.130807695198963 0.260400458244376
ADGRG5 320.689919184346 -0.632379140193767 0.328878029876448 0.0271838290027787 0.0803631002967412
CCDC102A 77.5719333977317 -0.773796711120692 0.332374344883557 0.00813289742258388 0.0312920456621839
DOK4 35.8960879614086 0.270932748105607 0.280337387698397 0.29109811501492 0.457117295679944
POLR2C 721.361039930367 -0.101926865093322 0.194804404783557 0.583853186315478 0.726062947023503
COQ9 163.785273738186 -0.205909156986691 0.247224587149637 0.36966112091088 0.537053310443084
CIAPIN1 329.243040108417 0.117924132432301 0.198340918903582 0.535998115418734 0.686649142704441
CCL22 0.848226446698528 0.263003842065332 0.666997262199931 0.355985790175145 0.52366444510954
PLLP 6.43450414815075 1.19335724026198 0.731378294228213 0.0196944963178951 0.0624001563046119
RSPRY1 360.489429068138 0.299927901741243 0.145752152590234 0.0352564694853063 0.0981825823615948
PSME3IP1 2277.88039881426 -0.268328060066701 0.162710929852489 0.0878912414993083 0.1948168226359
CPNE2 331.624919282359 -0.945990658884283 0.23421498657816 1.65055518824173e-05 0.000186772450959321
NLRC5 9546.29514259381 0.0548043491887413 0.163516991899333 0.729520877588827 0.833531170996495
CETP 44.9425978124729 1.87882780263326 0.31111715228332 2.00850152463747e-10 1.14348594613605e-08
HERPUD1 2032.05114862322 -0.205025219867761 0.178665972750218 0.232630595448618 0.392875247408087
RPS24P17 5.42211632860457 -0.519042483263367 0.634514768201118 0.186330603808326 0.335245779649504
SLC12A3 13.5844765945825 0.81540437224443 0.581932434448075 0.0536187621631656 0.135047624240913
NUP93 671.960569150702 0.439778444745462 0.151689454644382 0.00290380179029583 0.0136757679318069
NUP93.DT 0.874441229947797 0.208416160662383 0.630285036014195 0.489881745328879 0.647195716484165
BBS2 594.295177293328 -0.399645701834353 0.244046716445902 0.0769529328031804 0.176698352793103
OGFOD1 166.876980109504 0.868718353442405 0.221508444982846 3.9449127340352e-05 0.000387960783587393
NUDT21 895.867627864843 0.000919482974010202 0.200565727326801 0.997347735458705 0.998260973930877
AMFR 1562.06111061553 0.644701425319104 0.148123766931194 8.3160387163337e-06 0.000103064194113655
GNAO1.AS1 1.9688203195373 3.00039316059627 1.31691764845151 0.00107970180634102 0.00611672477072489
GNAO1 151.454889343787 -0.531189474326807 0.235230061700076 0.0153080032634624 0.0512815763631342
CES1P1 1.43576353411636 0.132021048191734 0.603253736353048 0.653094773835134 0.777963163819741
CES1P2 1.13816793879285 -0.0221372925389399 0.602089791980672 0.936465162510074 0.963118096758491
CAPNS2 6.48087538195879 1.34261861902346 0.74816491424705 0.0103818401624274 0.037903772483465
LPCAT2 541.529043825519 0.203489860362412 0.375924948940175 0.521256536122053 0.675061334796536
MMP2 1.31160588508199 0.145120297330384 0.615020489003858 0.612555441637572 0.747262265782077
MMP2.AS1 2.06039538240691 -0.135817913185185 0.646060230989937 0.57139452421234 0.715905042600159
CRNDE 3.91884493965648 0.0265095107606876 0.453576410319413 0.938973327211774 0.964427290556909
IRX3 4.72923574581755 0.142071310919813 0.537972826121425 0.676349120622701 0.795099060594494
FTO 878.929710471705 2.18809675294937 0.345419441487768 3.55844677908221e-11 2.63711062658628e-09
RPGRIP1L 41.6302388190186 -1.32110357106806 0.315246235550307 5.23968443101061e-06 6.98049853935125e-05
AKTIP 208.797126027553 -0.225037347206335 0.216769441235605 0.272252392312904 0.437356293683938
RNU6.1153P 10.5410815984453 1.01688652807906 0.44762634846246 0.00599779061042453 0.0244999436332401
RBL2 4005.32674835944 -0.599248194410099 0.201616535178829 0.00170893924117609 0.00886583959313269
MPHOSPH10P1 119.54916661242 -2.5065074359657 0.586672573560118 8.17923001037084e-07 1.41303290666484e-05
CHD9 1793.99923996993 0.523949621550754 0.306505606840274 0.0578573661096505 0.142811080262976
LINC02168 0.884501339257486 0.292316151036615 0.660838393375669 0.347643247178731 0.515148712690693
MIR3181 6.92563902591246 0.658735681157744 0.465226271066936 0.0707166816331938 0.165916301123083
CYLD 5420.09628099207 -0.0680522214847047 0.224406049693487 0.746490936579487 0.845365700880639
CYLD.AS1 229.216051969226 0.437958191326441 0.248732738676729 0.0586560151395215 0.144279925254077
NOD2 1305.26936598743 0.435628722118479 0.318283846580273 0.124963604841029 0.252025307106511
SNX20 1076.44492785114 0.617141439890682 0.159535553037844 6.98392690307886e-05 0.000626775902935591
NKD1 136.965971801945 0.816433244017339 0.235501490028611 0.000250637207295805 0.00182119588271492
BRD7 1275.33169074072 -0.668939764717971 0.269650037003462 0.00646974564777199 0.0260337896837091
ADCY7 4609.17683509296 -0.21197139312544 0.277756361619625 0.39923634784351 0.565951565072935
TENT4B 968.995394544248 -0.61853465061277 0.189491015965853 0.000622682235476475 0.00386955060602237
RNY4P3 1.16790306936446 0.912614509043424 1.14017468449023 0.051606904717752 0.131053770660322
HEATR3 630.225014266466 -0.0790093611134634 0.242642894073316 0.726097811292986 0.831407842917547
CNEP1R1 426.507890306034 -0.127167266343493 0.218109094372259 0.537251835236368 0.687790573399162
RPS2P44 40.9084964291819 2.92061290887205 0.540086466964596 7.3008483453177e-09 2.49392416445837e-07
N4BP1 1737.22945388771 0.592678270026532 0.229484506510569 0.0062366766511279 0.0253224851629254
SIAH1 191.629944807141 0.254048355950914 0.18807958813873 0.160288741868252 0.300368375616504
UBA52P8 24.6742865758782 1.58639001932391 0.35236033864375 1.13159131507731e-06 1.88702130665294e-05
LONP2 1735.45026381585 0.332772063633276 0.151805244105776 0.0245243708379526 0.074136033636521
ABCC11 6.25163173105096 1.65143186187903 0.661177897061205 0.0015096682568508 0.00801877236840148
NDUFA5P11 5.01696236363892 1.1001081634947 0.580325889874816 0.0123833484065481 0.0434062470521012
EIF4BP5 15.4150010014275 3.71193678474303 0.67747282165915 4.38636394808877e-09 1.59767556855638e-07
PHKB 1075.01537824075 0.722274902889427 0.240721987020534 0.00142485436986932 0.00763858907162411
ITFG1 324.892127699473 0.679377296389219 0.271105661582914 0.00671344686388133 0.026836601817183
RPL23AP72 1.35174507905576 0.707756559619747 0.988517688694871 0.0742445348415231 0.171960379352196
ITFG1.AS1 4.80927579490161 1.82921163731093 0.856310661175958 0.00314679229299149 0.0146061938661104
NETO2 92.1943289302422 -0.035860797326124 0.266065478357923 0.882283405213582 0.931585597912549
DNAJA2 1161.0170298854 -0.407856630435881 0.199654715961337 0.0310954535206616 0.0892976096583551
GPT2 40.0923108926665 0.750894525537475 0.284972076850702 0.00384335362847853 0.0171686548888021
C16orf87 275.236636650417 -0.388803613126856 0.265126728732744 0.1084662628818 0.227154144478486
MYLK3 2.4892897269703 -0.823128847903241 0.835799485248728 0.0749978577617563 0.173282938743132
ORC6 43.5904128295393 -1.20080045906168 0.335410120641858 7.82150737262734e-05 0.000691722468367228
VPS35 1091.16208381694 0.256611113959976 0.222571074421156 0.224565724365691 0.383251824050175
RAB43P1 184.814814701943 0.458627612823035 0.223866586086466 0.0302516054830459 0.0873925571927755
SHCBP1 48.0183372179486 -0.243944861079895 0.32124049077652 0.385621559533129 0.55298155757844
ANKRD26P1 0.832232222799985 0.115190782810396 0.636492207090233 0.647802124521061 0.773851158203347
HMGN2P41 224.952822949663 0.224540980854674 0.184691546065463 0.206651731952598 0.361088703263943
UBE2MP1 4.86645242163589 -0.309118678546002 0.523006404643443 0.392807841337343 0.559924693702614
VPS35P1 1.0543171995258 0.110175075760816 0.614473497481114 0.692845938062492 0.807624521350157
BCLAF1P2 45.1604135359154 -0.723991049600725 0.307832192191581 0.0082526331113892 0.0316358171280362
BMS1P8 1.04540191777991 -0.247282549230177 0.657105850923576 0.366863304943638 0.53454849191401
HERC2P4 0.978131908448207 0.240028504197373 0.659726275120513 0.391817107267418 0.559231274599946
ZNF267 900.849374101234 0.758102552252172 0.286717306026481 0.0039911044238601 0.0176769702014647
PPP2CBP1 1.11394401742391 -0.00435913618646802 0.623053097255387 0.986274650460643 0.992067884025838
KRBOX5 358.063092912792 -0.395698214326857 0.221034555412379 0.0568933951500813 0.14119077034427
CLUHP3 495.344585363436 -0.426614375275917 0.373313590730401 0.169159999701472 0.312425100403277
YBX3P1 4.06858847133229 -0.220234417482524 0.48877301992296 0.525721388668742 0.678628189809631
AHSP 37.639269868052 0.20160773954055 0.626146666360246 0.508091981062873 0.663237812872972
RUSF1 610.969982988423 -0.526903613961522 0.343852790525223 0.073936420246078 0.171428361376578
SLC5A2 8.66312650522564 0.390652648798214 0.392834718938342 0.232559397726617 0.39278534866342
TGFB1I1 59.8509262048974 1.19278686474312 0.527934039484988 0.00535528285642854 0.0224055984120325
ARMC5 355.697285176413 -0.801038718896975 0.356924992202339 0.00886824272059248 0.0335022502777938
ZNF843 0.999023141436501 -0.205308548481053 0.63071398577493 0.517043673884629 0.671674419066241
ITGAD 16.1498746088305 -0.530098933477224 0.493233919871064 0.141444226429789 0.27555281395545
ITGAX 6401.73369413786 -0.274225792134946 0.291353959943849 0.290989725692072 0.45699817341016
ITGAM 5093.41876997721 -0.888930346867607 0.227853963137022 3.24787011748129e-05 0.000329948589722937
TRIM72 4.14376554251803 0.569294606517706 0.538154251802833 0.134015998652728 0.26500160659786
PYCARD.AS1 9.88151994243926 0.423477789522985 0.354509765419069 0.163007010455671 0.303988677180063
PYCARD 370.2496371915 0.0445133910707025 0.281120593932114 0.863382997904926 0.920925014646638
FUS 5322.79923113482 -0.556766347166118 0.213610447977486 0.00563754445137885 0.0233335851563886
PRSS36 19.6349999292746 -0.0831476023908411 0.359852365837086 0.78360587752999 0.869736086437561
PRSS8 6.74732528824398 2.36635162766474 0.718461549068545 9.9255583888931e-05 0.000839429622816174
KAT8 914.416877707512 -0.584200789322361 0.168124985811153 0.000311435461570937 0.00216834460537064
BCKDK 504.885321154129 0.0814066759061448 0.272976022394458 0.745847895132701 0.844812532168857
VKORC1 192.006866557239 -0.29524124554662 0.189945172744279 0.103959950296156 0.220300630840523
PRSS53 119.116804009135 -1.07369932121011 0.248723605505725 4.39287630847731e-06 6.00982865181045e-05
ZNF646 508.31173215519 0.135983119956591 0.219473147331313 0.513817810481518 0.668715619284852
ZNF668 236.14720357752 -0.196816761604518 0.233887672951415 0.367613978914995 0.535071691547246
STX4 930.171569457761 -0.808486277796745 0.224046260834925 0.000122788985259663 0.00100202045380618
STX1B 28.6733532796218 0.295171638842856 0.315573781058573 0.2944153198197 0.460626398599036
HSD3B7 33.4090895988415 0.679936990865875 0.355621941425932 0.0283714981065347 0.0831556095461942
SETD1A 1529.96092356157 -0.28101550816723 0.252658171102324 0.22840687546015 0.387718853273531
ORAI3 164.318669711513 0.24375414584157 0.215670036999585 0.23452408807969 0.394936152569448
FBXL19 304.569477111731 -0.457689395636999 0.238674685261344 0.0388173842616312 0.105642431809757
FBXL19.AS1 33.1630310342122 -0.847880900476911 0.37778318704181 0.00815258522233889 0.0313347078288982
CTF1 8.08067021709027 0.314245899312104 0.361255406862412 0.30624704866192 0.472421414852939
MIR762HG 41.7277976398422 0.220166308885687 0.255588768124912 0.356091358653057 0.5237046271694
MIR4519 1.20361742965142 0.248961659307737 0.592931945908964 0.460505870292979 0.620754741718904
BCL7C 234.632466397834 -0.293442158841974 0.227159120894764 0.168976306679109 0.312191330737655
ZNF629 181.511429003395 0.366479505731844 0.17883408421033 0.03402257556914 0.095446076343663
RNF40 1773.08741948584 -0.217956958655105 0.215335940319199 0.283273725645626 0.449189674238498
CFAP119 6.58727174577198 -0.420171364405937 0.485759134838745 0.250231251211942 0.412778662491169
PHKG2 600.263523202591 -0.517328147872069 0.237512019989916 0.0190679450092956 0.060784983055296
TMEM265 87.7413136318084 -0.279033481748691 0.358360138720407 0.358094834883327 0.526014196077356
RNU6.1043P 3.70477154594003 1.10184120981628 0.931566277332345 0.0341204996733073 0.0956458986867347
SRCAP 3839.63824000828 0.00371668150483222 0.164515509636856 0.975255099017214 0.9849869248228
FBRS 4641.1835468595 -0.650671077817979 0.397983562841178 0.0466299414494281 0.121388875918956
PRR14 946.176624900183 -0.807494401707878 0.339117420082736 0.00619320999897781 0.0251712134221329
ZNF689 289.95539475768 -0.167520428076167 0.22724006849093 0.432918576820483 0.596750688931236
ZNF785 100.251663206388 -0.199805678530647 0.237073756963925 0.36590959946006 0.533573793440403
ZNF688 176.806280667073 -0.344587297886418 0.172790729854097 0.0388301168877163 0.105663930221465
ZNF764 176.744162582319 0.0487027276094396 0.275186946283189 0.848372251031481 0.912751680711134
ZNF747.DT 8.61953749105285 0.258573160883147 0.370007424319036 0.408770969703408 0.57436537950099
ZNF747 132.837946029414 0.238617470452951 0.210788442982173 0.236139871498314 0.396748376167855
ZNF768 186.258100958366 -0.136985148796345 0.315590559043814 0.622413102746837 0.754362748212183
MIR4518 4.12222773902345 0.704054488623301 0.56367720241516 0.0804644864335667 0.182438989657983
RNU7.61P 3.90308423297308 2.2431631066815 1.11960333682696 0.00345329905475249 0.0157119716826221
ITGAL 11276.4492111321 -0.273475240784598 0.201498769427724 0.150219560405679 0.287398269851138
SEPHS2 402.72295877829 0.298981203869977 0.213004059440446 0.140440635095286 0.274208552688501
DCTPP1 85.3811952370947 0.294923786507711 0.274689344690736 0.243406368331485 0.405004187872968
ZNF771 14.7566410630553 -0.260142735645932 0.317115691510103 0.354597593912711 0.522218738453291
ZNF48 68.9287831602408 -0.0288251717690521 0.31829755060033 0.917573910714114 0.951703237310559
SEPTIN1 1229.38578941102 -0.396877005272602 0.343332699755304 0.176411291025888 0.322170549194551
MYL11 11.1507269535161 -0.461961244058101 0.472307025736449 0.196653813556035 0.348492386524993
TBC1D10B 881.438617440226 0.0352583406055574 0.180963478483696 0.844641493124597 0.910268622691168
